tvBench_id,db_id,chart,hardness,query,question,vega_zero
1098@x_name@ASC,department_management,Line,Medium,"Visualize LINE SELECT Creation , AVG(Budget_in_Billions) FROM department  ORDER BY Creation ASC BIN Creation BY YEAR","I want to see trend of the average of budget in billions by creation , and order in ascending by the x axis .",mark line data department encoding x creation y aggregate mean budget_in_billions transform sort x asc bin x by year
1600,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , SUM(EMPLOYEE_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , find job_id and the sum of employee_id , and group by attribute job_id , and visualize them by a bar chart .","mark bar data employees encoding x job_id y aggregate sum employee_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x"
1764,hr_1,Bar,Medium,"Visualize BAR SELECT HIRE_DATE , SUM(EMPLOYEE_ID) FROM employees WHERE hire_date < '2002-06-21' BIN HIRE_DATE BY WEEKDAY","For those employees who was hired before 2002-06-21 , give me the comparison about the sum of employee_id over the hire_date bin hire_date by weekday .",mark bar data employees encoding x hire_date y aggregate sum employee_id transform filter hire_date < '2002-06-21' bin x by weekday
894,cre_Theme_park,Bar,Easy,"Visualize BAR SELECT Visit_Date , COUNT(Visit_Date) FROM VISITS BIN Visit_Date BY WEEKDAY",Show the number of visit date from each visit date,mark bar data visits encoding x visit_date y aggregate count visit_date transform bin x by weekday
872,cre_Drama_Workshop_Groups,Bar,Easy,"Visualize BAR SELECT payment_method_code , count(*) FROM INVOICES GROUP BY payment_method_code",Show all payment method codes and the number of orders for each code in a bar chart .,mark bar data invoices encoding x payment_method_code y aggregate count payment_method_code transform group x
2724,school_player,Bar,Easy,"Visualize BAR SELECT Denomination , COUNT(*) FROM school GROUP BY Denomination",Create a bar chart showing the total number across denomination,mark bar data school encoding x denomination y aggregate count denomination transform group x
2558@y_name@ASC,pets_1,Bar,Easy,"Visualize BAR SELECT PetType , max(weight) FROM pets GROUP BY PetType ORDER BY max(weight) ASC","Bar graph to show maximal weight from different pettype , list by the Y-axis in asc .",mark bar data pets encoding x pettype y aggregate max weight transform group x sort y asc
1414@x_name@ASC,flight_1,Bar,Easy,"Visualize BAR SELECT name , distance FROM Aircraft ORDER BY name ASC","Show me distance by name in a histogram , and order names from low to high order please .",mark bar data aircraft encoding x name y aggregate none distance transform sort x asc
2918@x_name@DESC,swimming,Bar,Easy,"Visualize BAR SELECT meter_400 , ID FROM swimmer ORDER BY meter_400 DESC","Find meter_400 and ID , and visualize them by a bar chart , and display x axis in desc order please .",mark bar data swimmer encoding x meter_400 y aggregate none id transform sort x desc
1091,decoration_competition,Bar,Easy,"Visualize BAR SELECT Country , COUNT(*) FROM member GROUP BY Country",Show the different countries and the number of members from each . Visualize by bar chart .,mark bar data member encoding x country y aggregate count country transform group x
2545@y_name@DESC,pets_1,Bar,Medium,"Visualize BAR SELECT PetType , avg(pet_age) FROM pets GROUP BY pettype ORDER BY avg(pet_age) DESC","Return a bar graph to visualize the average age for each pet type , rank in desc by the total number .",mark bar data pets encoding x pettype y aggregate mean pet_age transform group x sort y desc
1229@y_name@DESC,dorm_1,Bar,Medium,"Visualize BAR SELECT city_code , count(*) FROM student GROUP BY city_code ORDER BY count(*) DESC","Display a bar chart for how many students are from each city , and which cities have more than one cities ? , and list y-axis from high to low order .",mark bar data student encoding x city_code y aggregate count city_code transform group x sort y desc
2756@y_name@ASC,ship_mission,Stacked Bar,Hard,"Visualize BAR SELECT Type , COUNT(Type) FROM ship GROUP BY Nationality ,  Type ORDER BY COUNT(Type) ASC","What is the total number of every ship type by categorizing by nationality ? , and sort the number of type in ascending order .",mark bar data ship encoding x type y aggregate count type color nationality transform group x sort y asc
483@y_name@DESC,city_record,Bar,Medium,"Visualize BAR SELECT Competition , count(*) FROM MATCH GROUP BY Competition ORDER BY count(*) DESC","Find the number of matches in different competitions Visualize by bar chart , and rank in descending by the total number .",mark bar data match encoding x competition y aggregate count competition transform group x sort y desc
171,baseball_1,Line,Easy,"Visualize LINE SELECT year , avg(attendance) FROM home_game GROUP BY YEAR",Plot year by the average of attendance as a line chart,mark line data home_game encoding x year y aggregate mean attendance transform group x
2463@x_name@ASC,network_2,Bar,Easy,"Visualize BAR SELECT job , min(age) FROM Person GROUP BY job ORDER BY job ASC","Draw a bar chart for what is minimum age for different job title ? , and display job in asc order .",mark bar data person encoding x job y aggregate min age transform group x sort x asc
3116@x_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Road , Team_ID FROM basketball_match ORDER BY All_Road DESC","Show me team_id by all road in a histogram , could you rank x-axis in descending order ?",mark bar data basketball_match encoding x all_road y aggregate none team_id transform sort x desc
1065,customers_card_transactions,Scatter,Easy,"Visualize SCATTER SELECT customer_id , account_name FROM Accounts","Plot a scatter chart , customer id by account_name .",mark point data accounts encoding x customer_id y aggregate none account_name
348@y_name@ASC,bike_1,Bar,Medium,"Visualize BAR SELECT date , AVG(cloud_cover) FROM weather  ORDER BY AVG(cloud_cover) ASC BIN date BY WEEKDAY","Show the average of cloud cover from each date , and I want to rank by the y-axis in asc .",mark bar data weather encoding x date y aggregate mean cloud_cover transform sort y asc bin x by weekday
2551@y_name@ASC,pets_1,Bar,Medium,"Visualize BAR SELECT PetID , weight FROM pets WHERE pet_age > 1 ORDER BY weight ASC","A bar chart about what is the id and weight of every pet who is older than 1 ? , and could you show in ascending by the y-axis please ?",mark bar data pets encoding x petid y aggregate none weight transform filter pet_age > 1 sort y asc
1210@x_name@DESC,dorm_1,Bar,Medium,"Visualize BAR SELECT gender , count(*) FROM dorm GROUP BY gender ORDER BY gender DESC","Find the number of dorms for each gender in a bar chart , I want to show by the x axis from high to low please .",mark bar data dorm encoding x gender y aggregate count gender transform group x sort x desc
1210@x_name@DESC,dorm_1,Bar,Medium,"Visualize BAR SELECT gender , count(*) FROM dorm GROUP BY gender ORDER BY gender DESC","Bar chart x axis gender y axis the total number , I want to show by the x axis from high to low please .",mark bar data dorm encoding x gender y aggregate count gender transform group x sort x desc
9@y_name@ASC,activity_1,Bar,Medium,"Visualize BAR SELECT Rank , COUNT(Rank) FROM Faculty GROUP BY Rank ORDER BY COUNT(Rank) ASC","Show how many rank from each rank , and rank by the total number from low to high .",mark bar data faculty encoding x rank y aggregate count rank transform group x sort y asc
1462@x_name@ASC,game_1,Bar,Medium,"Visualize BAR SELECT SportName , count(*) FROM Sportsinfo GROUP BY sportname ORDER BY SportName ASC","Bar chart x axis sportname y axis the total number , and display from low to high by the bar .",mark bar data sportsinfo encoding x sportname y aggregate count sportname transform group x sort x asc
445@x_name@DESC,cinema,Bar,Medium,"Visualize BAR SELECT Directed_by , count(*) FROM film GROUP BY directed_by ORDER BY Directed_by DESC","Plot the total number by grouped by directed by as a bar graph , list from high to low by the X .",mark bar data film encoding x directed_by y aggregate count directed_by transform group x sort x desc
1263,e_learning,Bar,Easy,"Visualize BAR SELECT password , gender_mf FROM Course_Authors_and_Tutors ORDER BY personal_name",Give me the comparison about gender_mf over the password by a bar chart .,mark bar data course_authors_and_tutors encoding x password y aggregate none gender_mf transform sort personal_name
3146@x_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Neutral , All_Games_Percent FROM basketball_match ORDER BY All_Neutral DESC","Give me the comparison about All_Games_Percent over the All_Neutral , I want to order by the x axis in desc .",mark bar data basketball_match encoding x all_neutral y aggregate none all_games_percent transform sort x desc
2316,match_season,Bar,Easy,"Visualize BAR SELECT Years_Played , COUNT(Years_Played) FROM player GROUP BY Years_Played",Bar chart of the number of years played from each years played,mark bar data player encoding x years_played y aggregate count years_played transform group x
1977,inn_1,Bar,Easy,"Visualize BAR SELECT bedType , avg(basePrice) FROM Rooms GROUP BY bedType","Return a bar chart on what is the average base price of rooms , for each bed type ?",mark bar data rooms encoding x bedtype y aggregate mean baseprice transform group x
2035@y_name@ASC,insurance_policies,Bar,Hard,"Visualize BAR SELECT Date_Payment_Made , SUM(Amount_Payment) FROM Payments WHERE Payment_Method_Code = 'Visa'  ORDER BY SUM(Amount_Payment) ASC BIN Date_Payment_Made BY WEEKDAY","Sum the amount for all the payments processed with Visa of each day of week using a bar chart , show Y from low to high order please .",mark bar data payments encoding x date_payment_made y aggregate sum amount_payment transform filter payment_method_code = 'visa' sort y asc bin x by weekday
3279@x_name@ASC,wrestler,Bar,Medium,"Visualize BAR SELECT Team , COUNT(*) FROM elimination GROUP BY Team ORDER BY Team ASC","Return a bar chart on how many eliminations did each team have ? , list in ascending by the bar .",mark bar data elimination encoding x team y aggregate count team transform group x sort x asc
3277,world_1,Bar,Medium,"Visualize BAR SELECT Name , SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",Return the names and surface areas of the 5 largest countries . Visualize by bar chart .,mark bar data country encoding x name y aggregate none surfacearea transform sort y desc topk 5
939,customers_and_invoices,Pie,Easy,"Visualize PIE SELECT other_account_details , COUNT(other_account_details) FROM Accounts GROUP BY other_account_details",Show the number of accounts in a pie chart that groups by other account details .,mark arc data accounts encoding x other_account_details y aggregate count other_account_details transform group x
2926@x_name@DESC,swimming,Bar,Easy,"Visualize BAR SELECT Time , ID FROM swimmer ORDER BY Time DESC","Give me the comparison about ID over the Time by a bar chart , sort X from high to low order .",mark bar data swimmer encoding x time y aggregate none id transform sort x desc
